zip,income,year
61282,29672.0,2018
61283,26260.0,2018
61284,40475.0,2018
61285,30406.0,2018
61301,25728.0,2018
61310,27708.0,2018
61311,,2018
61312,34722.0,2018
61313,24531.0,2018
61314,26520.0,2018
61315,33750.0,2018
61316,30893.0,2018
61317,25625.0,2018
61318,29189.0,2018
61319,30550.0,2018
61320,29583.0,2018
61321,32396.0,2018
61322,26098.0,2018
61323,32500.0,2018
61324,39808.0,2018
61325,34519.0,2018
61326,33494.0,2018
61327,35516.0,2018
61328,,2018
61329,33194.0,2018
61330,35530.0,2018
61331,,2018
61332,39063.0,2018
61333,42396.0,2018
61334,30094.0,2018
61335,28906.0,2018
61336,38810.0,2018
61337,25368.0,2018
61338,32750.0,2018
61340,35250.0,2018
61341,27408.0,2018
61342,29318.0,2018
61344,25647.0,2018
61345,39618.0,2018
61346,21875.0,2018
61348,28226.0,2018
61349,33043.0,2018
61350,28984.0,2018
61353,31589.0,2018
61354,26049.0,2018
61356,29388.0,2018
61358,25781.0,2018
61359,30568.0,2018
61360,28393.0,2018
61361,29801.0,2018
61362,26500.0,2018
61363,30673.0,2018
61364,24614.0,2018
61367,35000.0,2018
61368,26857.0,2018
61369,26938.0,2018
61370,33553.0,2018
61372,40625.0,2018
61373,37564.0,2018
61374,50313.0,2018
61375,29259.0,2018
61376,25554.0,2018
61377,31959.0,2018
61378,21955.0,2018
61379,26926.0,2018
61401,22664.0,2018
61410,24916.0,2018
61411,38550.0,2018
61412,30956.0,2018
61413,33190.0,2018
61414,35750.0,2018
61415,32063.0,2018
61416,14375.0,2018
61417,24063.0,2018
61418,30000.0,2018
61419,26667.0,2018
61420,26946.0,2018
61421,30149.0,2018
61422,25180.0,2018
61423,26667.0,2018
61424,23375.0,2018
61425,26432.0,2018
61426,,2018
61427,29643.0,2018
61428,36799.0,2018
61430,31625.0,2018
61431,25708.0,2018
61432,37063.0,2018
61433,37933.0,2018
61434,26059.0,2018
61435,27292.0,2018
61436,38466.0,2018
61437,33401.0,2018
61438,35071.0,2018
61439,30000.0,2018
61440,32125.0,2018
61441,30975.0,2018
61442,26538.0,2018
61443,24573.0,2018
61447,36447.0,2018
61448,30838.0,2018
61449,31207.0,2018
61450,25572.0,2018
61451,45536.0,2018
61452,31250.0,2018
61453,27500.0,2018
61454,22607.0,2018
61455,17261.0,2018
61458,29297.0,2018
61459,36509.0,2018
61460,30000.0,2018
61462,24292.0,2018
61465,31351.0,2018
61466,34219.0,2018
61467,34457.0,2018
61468,34000.0,2018
61469,23719.0,2018
61470,20521.0,2018
61471,28750.0,2018
61472,40298.0,2018
61473,23507.0,2018
61474,26450.0,2018
61475,32750.0,2018
61476,19432.0,2018
61477,24464.0,2018
61478,30469.0,2018
61479,,2018
61480,22625.0,2018
61482,25833.0,2018
61483,24531.0,2018
61484,25294.0,2018
61485,28125.0,2018
61486,37411.0,2018
61488,29338.0,2018
61489,27804.0,2018
61490,29441.0,2018
61491,32500.0,2018
61501,25871.0,2018
61516,36667.0,2018
61517,41005.0,2018
61519,32946.0,2018
61520,23517.0,2018
61523,29130.0,2018
61524,29167.0,2018
61525,59545.0,2018
61526,34375.0,2018
61528,53313.0,2018
61529,31736.0,2018
61530,25749.0,2018
61531,30321.0,2018
61532,28839.0,2018
61533,30381.0,2018
61534,32162.0,2018
61535,35483.0,2018
61536,33507.0,2018
61537,26483.0,2018
61539,24063.0,2018
61540,26922.0,2018
61541,25114.0,2018
61542,30210.0,2018
61543,17361.0,2018
61544,26364.0,2018
61545,29250.0,2018
61546,36498.0,2018
61547,47209.0,2018
61548,40940.0,2018
61550,41999.0,2018
61552,21161.0,2018
61553,21964.0,2018
61554,29497.0,2018
61559,29913.0,2018
61560,21892.0,2018
61561,29335.0,2018
61562,39750.0,2018
61563,25197.0,2018
61564,26450.0,2018
61565,35265.0,2018
61567,25905.0,2018
61568,35771.0,2018
61569,34760.0,2018
61570,28266.0,2018
61571,36899.0,2018
61572,29076.0,2018
61602,13939.0,2018
61603,20547.0,2018
61604,25970.0,2018
61605,16338.0,2018
61606,12670.0,2018
61607,34135.0,2018
61610,24489.0,2018
61611,31984.0,2018
61614,36714.0,2018
61615,39543.0,2018
61616,28257.0,2018
61625,4504.0,2018
61701,26599.0,2018
61704,46605.0,2018
61705,52556.0,2018
61720,39643.0,2018
61721,35673.0,2018
61722,30147.0,2018
61723,33112.0,2018
61724,36167.0,2018
61725,34837.0,2018
61726,30030.0,2018
61727,27748.0,2018
61728,32823.0,2018
61729,35357.0,2018
61730,45833.0,2018
61731,38456.0,2018
61732,41071.0,2018
61733,40119.0,2018
61734,32400.0,2018
61735,30156.0,2018
61736,41583.0,2018
61737,35968.0,2018
61738,35495.0,2018
61739,28836.0,2018
61740,27428.0,2018
61741,32734.0,2018
61742,41938.0,2018
61743,28906.0,2018
61744,34740.0,2018
61745,40651.0,2018
61747,40304.0,2018
61748,40618.0,2018
61749,27500.0,2018
61750,41250.0,2018
61751,33750.0,2018
61752,37447.0,2018
61753,36599.0,2018
61754,35125.0,2018
61755,40256.0,2018
61756,34286.0,2018
61759,31233.0,2018
61760,34431.0,2018
61761,23635.0,2018
61764,28785.0,2018
61769,30652.0,2018
61770,34226.0,2018
61771,44779.0,2018
61772,27888.0,2018
61773,30057.0,2018
61774,36068.0,2018
61775,25000.0,2018
61776,43750.0,2018
61777,32287.0,2018
61778,31020.0,2018
61801,15941.0,2018
61802,28726.0,2018
61810,28625.0,2018
61811,21336.0,2018
61812,36538.0,2018
61813,27610.0,2018
61814,31172.0,2018
61815,35227.0,2018
61816,35804.0,2018
61817,28478.0,2018
61818,28906.0,2018
61820,12368.0,2018
61821,32110.0,2018
61822,43698.0,2018
61830,31964.0,2018
61831,38750.0,2018
61832,24676.0,2018
61833,25891.0,2018
61834,27228.0,2018
61839,31042.0,2018
61840,29167.0,2018
61841,35208.0,2018
61842,29753.0,2018
61843,32309.0,2018
61844,30433.0,2018
61845,55272.0,2018
61846,28657.0,2018
61847,38150.0,2018
61848,33264.0,2018
61849,37527.0,2018
61850,27500.0,2018
61851,40625.0,2018
61852,27500.0,2018
61853,42790.0,2018
61854,34188.0,2018
61855,30707.0,2018
61856,40699.0,2018
61857,28295.0,2018
61858,31955.0,2018
61859,33194.0,2018
61862,39261.0,2018
61863,36425.0,2018
61864,35357.0,2018
61865,32056.0,2018
61866,27159.0,2018
61870,32853.0,2018
61871,36827.0,2018
61872,42500.0,2018
61873,41028.0,2018
61874,33162.0,2018
61875,46071.0,2018
61876,30223.0,2018
61877,40651.0,2018
61878,34671.0,2018
61880,35435.0,2018
61882,26932.0,2018
61883,27548.0,2018
61884,36508.0,2018
61910,29244.0,2018
61911,30943.0,2018
61912,31311.0,2018
61913,25877.0,2018
61914,34209.0,2018
61917,28646.0,2018
61919,30917.0,2018
61920,18809.0,2018
61924,28458.0,2018
61925,30345.0,2018
61928,28571.0,2018
61929,34453.0,2018
61930,28482.0,2018
61931,30381.0,2018
61932,29318.0,2018
61933,24539.0,2018
61936,41919.0,2018
61937,31181.0,2018
61938,26323.0,2018
61940,23250.0,2018
61941,13917.0,2018
61942,26029.0,2018
61943,28676.0,2018
61944,26196.0,2018
61949,32115.0,2018
61951,32183.0,2018
61953,32975.0,2018
61955,23281.0,2018
61956,28661.0,2018
61957,25813.0,2018
62001,36563.0,2018
62002,25726.0,2018
62006,32639.0,2018
62009,22448.0,2018
62010,33701.0,2018
62011,20938.0,2018
62012,36084.0,2018
62013,28594.0,2018
62014,30630.0,2018
62015,25332.0,2018
62016,24438.0,2018
62017,23317.0,2018
62018,20560.0,2018
62019,33750.0,2018
62021,37454.0,2018
62022,31614.0,2018
62023,36042.0,2018
62024,29024.0,2018
62025,31647.0,2018
62027,24950.0,2018
62028,16813.0,2018
62030,12500.0,2018
62031,29545.0,2018
62032,23207.0,2018
62033,23966.0,2018
62034,41497.0,2018
62035,32242.0,2018
62036,34896.0,2018
62037,28922.0,2018
62040,26960.0,2018
62044,27708.0,2018
62045,29487.0,2018
62046,37356.0,2018
62047,26716.0,2018
62048,29536.0,2018
62049,24548.0,2018
62050,21528.0,2018
62051,27768.0,2018
62052,30386.0,2018
62053,21198.0,2018
62054,27973.0,2018
62056,26559.0,2018
62058,29236.0,2018
62059,16250.0,2018
62060,16191.0,2018
62061,35833.0,2018
62062,41173.0,2018
62063,27325.0,2018
62065,,2018
62067,36435.0,2018
62069,27580.0,2018
62070,,2018
62074,38816.0,2018
62075,27488.0,2018
62076,34167.0,2018
62077,24000.0,2018
62078,22500.0,2018
62079,16006.0,2018
62080,19764.0,2018
62081,31250.0,2018
62082,23685.0,2018
62083,28750.0,2018
62084,25655.0,2018
62085,19125.0,2018
62086,24969.0,2018
62087,21411.0,2018
62088,28351.0,2018
62089,25192.0,2018
62090,20081.0,2018
62091,38875.0,2018
62092,23789.0,2018
62093,20294.0,2018
62094,27031.0,2018
62095,26171.0,2018
62097,36031.0,2018
62098,25313.0,2018
62201,17099.0,2018
62203,19661.0,2018
62204,16459.0,2018
62205,17814.0,2018
62206,20956.0,2018
62207,14518.0,2018
62208,34731.0,2018
62214,36105.0,2018
62215,36417.0,2018
62216,40171.0,2018
62217,25744.0,2018
62218,47125.0,2018
62219,23445.0,2018
62220,31347.0,2018
62221,33452.0,2018
62223,32149.0,2018
62225,30836.0,2018
62226,32396.0,2018
62230,32199.0,2018
62231,30284.0,2018
62232,27340.0,2018
62233,25438.0,2018
62234,30211.0,2018
62236,44027.0,2018
62237,25663.0,2018
62238,24250.0,2018
62239,27658.0,2018
62240,21307.0,2018
62241,37609.0,2018
62242,27379.0,2018
62243,37431.0,2018
62244,34615.0,2018
62245,33304.0,2018
62246,25081.0,2018
62248,29583.0,2018
62249,34799.0,2018
62250,27375.0,2018
62253,26676.0,2018
62254,29318.0,2018
62255,31864.0,2018
62257,30577.0,2018
62258,39198.0,2018
62260,41465.0,2018
62261,32292.0,2018
62262,26569.0,2018
62263,36066.0,2018
62264,31997.0,2018
62265,41102.0,2018
62266,35000.0,2018
62268,32284.0,2018
62269,40219.0,2018
62271,38125.0,2018
62272,25667.0,2018
62273,28214.0,2018
62274,24679.0,2018
62275,33179.0,2018
62277,30208.0,2018
62278,31011.0,2018
62279,,2018
62280,32262.0,2018
62281,45833.0,2018
62282,31000.0,2018
62284,26010.0,2018
62285,36286.0,2018
62286,28680.0,2018
62288,30096.0,2018
62289,24286.0,2018
62292,18625.0,2018
62293,38087.0,2018
62294,38405.0,2018
62295,39258.0,2018
62297,39886.0,2018
62298,38567.0,2018
62301,25905.0,2018
62305,35690.0,2018
62311,27396.0,2018
62312,29643.0,2018
62313,27279.0,2018
62314,25532.0,2018
62316,25455.0,2018
62319,29688.0,2018
62320,26228.0,2018
62321,32216.0,2018
62323,35500.0,2018
62324,21162.0,2018
62325,26800.0,2018
62326,25472.0,2018
62330,27182.0,2018
62334,25375.0,2018
62336,,2018
62338,39082.0,2018
62339,31902.0,2018
62340,22645.0,2018
62341,27825.0,2018
62343,20993.0,2018
62344,,2018
62345,24167.0,2018
62346,30324.0,2018
62347,37560.0,2018
62348,28125.0,2018
62349,31354.0,2018
62351,30921.0,2018
62352,28750.0,2018
62353,26880.0,2018
62354,23838.0,2018
62355,18750.0,2018
62356,21786.0,2018
62357,16977.0,2018
62358,27679.0,2018
62359,24750.0,2018
62360,29500.0,2018
62361,23011.0,2018
62362,23828.0,2018
62363,25429.0,2018
62365,30000.0,2018
62366,22129.0,2018
62367,20766.0,2018
62370,30208.0,2018
62373,36654.0,2018
62374,22409.0,2018
62375,49327.0,2018
62376,29118.0,2018
62378,30824.0,2018
62379,30481.0,2018
62380,,2018
62401,28826.0,2018
62410,28500.0,2018
62411,27652.0,2018
62413,26058.0,2018
62414,22581.0,2018
62417,29978.0,2018
62418,25139.0,2018
62419,18952.0,2018
62420,27863.0,2018
62421,27386.0,2018
62422,26471.0,2018
62423,47882.0,2018
62424,34191.0,2018
62425,34643.0,2018
62426,20821.0,2018
62427,32146.0,2018
62428,25296.0,2018
62431,21758.0,2018
62432,25926.0,2018
62433,31477.0,2018
62434,32448.0,2018
62436,18598.0,2018
62438,,2018
62439,25808.0,2018
62440,27042.0,2018
62441,29533.0,2018
62442,27383.0,2018
62443,26886.0,2018
62444,29722.0,2018
62445,30693.0,2018
62446,30500.0,2018
62447,28494.0,2018
62448,26972.0,2018
62449,26416.0,2018
62450,25853.0,2018
62451,23526.0,2018
62452,26136.0,2018
62454,25972.0,2018
62458,23168.0,2018
62459,25833.0,2018
62460,28021.0,2018
62461,31083.0,2018
62462,25114.0,2018
62463,31055.0,2018
62465,37098.0,2018
62466,20546.0,2018
62467,35930.0,2018
62468,33139.0,2018
62469,30583.0,2018
62471,23944.0,2018
62473,24808.0,2018
62474,26648.0,2018
62475,18938.0,2018
62476,25488.0,2018
62477,30439.0,2018
62478,37037.0,2018
62479,26622.0,2018
62480,19250.0,2018
62481,22049.0,2018
62501,37521.0,2018
62510,28516.0,2018
62512,31797.0,2018
62513,28180.0,2018
62514,22417.0,2018
62515,31701.0,2018
62517,21389.0,2018
62518,33750.0,2018
62519,40739.0,2018
62520,35483.0,2018
62521,30333.0,2018
62522,25025.0,2018
62523,8736.0,2018
62526,23007.0,2018
62530,32209.0,2018
62531,35469.0,2018
62532,22188.0,2018
62533,31250.0,2018
62534,32663.0,2018
62535,43408.0,2018
62536,38438.0,2018
62537,21563.0,2018
62538,28750.0,2018
62539,35604.0,2018
62540,24601.0,2018
62541,,2018
62543,32534.0,2018
62544,29309.0,2018
62545,38583.0,2018
62546,32969.0,2018
62547,32050.0,2018
62548,36392.0,2018
62549,36373.0,2018
62550,31994.0,2018
62551,35278.0,2018
62553,30729.0,2018
62554,37094.0,2018
62555,31000.0,2018
62556,28929.0,2018
62557,26275.0,2018
62558,39422.0,2018
62560,30150.0,2018
62561,34871.0,2018
62563,48605.0,2018
62565,25969.0,2018
62567,34567.0,2018
62568,27681.0,2018
62570,25962.0,2018
62571,25845.0,2018
62572,38185.0,2018
62573,35408.0,2018
62601,52632.0,2018
62610,32083.0,2018
62611,35682.0,2018
62612,35246.0,2018
62613,43952.0,2018
62615,31528.0,2018
62617,25464.0,2018
62618,25322.0,2018
62621,30057.0,2018
62622,,2018
62624,28000.0,2018
62625,46658.0,2018
62626,26409.0,2018
62627,31250.0,2018
62628,26118.0,2018
62629,44771.0,2018
62630,37500.0,2018
62631,24821.0,2018
62633,24821.0,2018
62634,39167.0,2018
62635,34226.0,2018
62638,31016.0,2018
62639,29259.0,2018
62640,32725.0,2018
62642,32860.0,2018
62643,32230.0,2018
62644,23815.0,2018
62649,32250.0,2018
62650,25364.0,2018
62655,15052.0,2018
62656,26963.0,2018
62661,30694.0,2018
62663,20673.0,2018
62664,26673.0,2018
62665,26289.0,2018
62666,28646.0,2018
62667,26389.0,2018
62668,25149.0,2018
62670,40864.0,2018
62671,32969.0,2018
62672,20536.0,2018
62673,35755.0,2018
62674,26646.0,2018
62675,37032.0,2018
62677,37895.0,2018
62681,26368.0,2018
62682,33500.0,2018
62684,45943.0,2018
62685,31597.0,2018
62688,29554.0,2018
62689,29559.0,2018
62690,31806.0,2018
62691,32141.0,2018
62692,27288.0,2018
62693,42664.0,2018
62694,28639.0,2018
62695,28333.0,2018
62701,20446.0,2018
62702,24343.0,2018
62703,23427.0,2018
62704,33064.0,2018
62707,38938.0,2018
62711,53105.0,2018
62712,48388.0,2018
62801,23449.0,2018
62803,31000.0,2018
62806,28960.0,2018
62807,26635.0,2018
62808,30329.0,2018
62809,41250.0,2018
62810,30843.0,2018
62811,18889.0,2018
62812,24792.0,2018
62814,26295.0,2018
62815,27232.0,2018
62816,28750.0,2018
62817,23958.0,2018
62818,30156.0,2018
62819,17188.0,2018
62820,35833.0,2018
62821,25757.0,2018
62822,21678.0,2018
62823,25071.0,2018
62824,26747.0,2018
62825,27000.0,2018
62827,28447.0,2018
62828,33326.0,2018
62829,,2018
62830,28607.0,2018
62831,21696.0,2018
62832,25228.0,2018
62833,41500.0,2018
62835,22083.0,2018
62836,31685.0,2018
62837,29647.0,2018
62838,26875.0,2018
62839,24837.0,2018
62841,25000.0,2018
62842,25032.0,2018
62843,21875.0,2018
62844,27389.0,2018
62846,19500.0,2018
62848,27396.0,2018
62849,30000.0,2018
62850,34375.0,2018
62851,,2018
62852,,2018
62853,30084.0,2018
62854,27819.0,2018
62856,26979.0,2018
62858,26729.0,2018
62859,29180.0,2018
62860,26382.0,2018
62861,20455.0,2018
62862,28750.0,2018
62863,25948.0,2018
62864,24953.0,2018
62865,26500.0,2018
62867,21563.0,2018
62868,31961.0,2018
62869,30479.0,2018
