zip,income,year
62870,24914.0,2018
62871,30417.0,2018
62872,27800.0,2018
62874,17083.0,2018
62875,26419.0,2018
62876,29375.0,2018
62877,32452.0,2018
62878,40132.0,2018
62879,16136.0,2018
62880,24318.0,2018
62881,27137.0,2018
62882,25120.0,2018
62883,26053.0,2018
62884,29891.0,2018
62885,25250.0,2018
62886,30795.0,2018
62887,30357.0,2018
62888,30682.0,2018
62889,31042.0,2018
62890,30281.0,2018
62891,28750.0,2018
62892,26000.0,2018
62893,29853.0,2018
62894,33792.0,2018
62895,24710.0,2018
62896,21616.0,2018
62897,28036.0,2018
62898,30640.0,2018
62899,27464.0,2018
62901,15389.0,2018
62902,27210.0,2018
62903,16321.0,2018
62905,28947.0,2018
62906,25301.0,2018
62907,26265.0,2018
62908,32063.0,2018
62910,21561.0,2018
62912,23750.0,2018
62914,20395.0,2018
62915,34423.0,2018
62916,32865.0,2018
62917,18212.0,2018
62918,28949.0,2018
62919,22370.0,2018
62920,27746.0,2018
62921,16328.0,2018
62922,29889.0,2018
62923,27102.0,2018
62924,27071.0,2018
62926,28341.0,2018
62927,20556.0,2018
62928,12656.0,2018
62930,22903.0,2018
62931,18000.0,2018
62932,20670.0,2018
62933,29227.0,2018
62934,20931.0,2018
62935,23801.0,2018
62938,20797.0,2018
62939,32732.0,2018
62940,21528.0,2018
62941,24707.0,2018
62942,18994.0,2018
62943,30298.0,2018
62946,21266.0,2018
62947,29000.0,2018
62948,24913.0,2018
62949,21277.0,2018
62950,26715.0,2018
62951,25133.0,2018
62952,26468.0,2018
62953,14271.0,2018
62954,36339.0,2018
62956,17841.0,2018
62957,19591.0,2018
62958,31892.0,2018
62959,26727.0,2018
62960,21934.0,2018
62961,33750.0,2018
62962,,2018
62963,16351.0,2018
62964,23059.0,2018
62965,17788.0,2018
62966,26616.0,2018
62967,19125.0,2018
62969,22386.0,2018
62970,24219.0,2018
62972,31087.0,2018
62974,25824.0,2018
62975,15667.0,2018
62976,28385.0,2018
62977,32941.0,2018
62979,31496.0,2018
62982,20428.0,2018
62983,25469.0,2018
62984,23625.0,2018
62985,30958.0,2018
62987,20536.0,2018
62988,21582.0,2018
62990,19779.0,2018
62992,16926.0,2018
62994,36316.0,2018
62995,24210.0,2018
62996,27847.0,2018
62997,25595.0,2018
62998,41553.0,2018
62999,22449.0,2018
63673,26921.0,2018
52761,30480.0,2019
60002,38727.0,2019
60004,50863.0,2019
60005,41615.0,2019
60007,42826.0,2019
60008,38246.0,2019
60010,58193.0,2019
60012,50763.0,2019
60013,41307.0,2019
60014,40804.0,2019
60015,60945.0,2019
60016,33522.0,2019
60018,30074.0,2019
60020,33188.0,2019
60021,45430.0,2019
60022,83969.0,2019
60025,46022.0,2019
60026,51441.0,2019
60029,77292.0,2019
60030,41825.0,2019
60031,43367.0,2019
60033,28196.0,2019
60034,30426.0,2019
60035,62294.0,2019
60040,29622.0,2019
60041,38633.0,2019
60042,40114.0,2019
60043,105962.0,2019
60044,53479.0,2019
60045,58920.0,2019
60046,43976.0,2019
60047,54783.0,2019
60048,51231.0,2019
60050,33952.0,2019
60051,40514.0,2019
60053,37680.0,2019
60056,41129.0,2019
60060,40102.0,2019
60061,50645.0,2019
60062,51658.0,2019
60064,21158.0,2019
60067,52314.0,2019
60068,51352.0,2019
60069,49179.0,2019
60070,31813.0,2019
60071,32714.0,2019
60072,50185.0,2019
60073,32341.0,2019
60074,35357.0,2019
60076,35306.0,2019
60077,31142.0,2019
60081,42313.0,2019
60083,44676.0,2019
60084,38705.0,2019
60085,23918.0,2019
60087,30313.0,2019
60088,17780.0,2019
60089,53713.0,2019
60090,33762.0,2019
60091,68095.0,2019
60093,85504.0,2019
60096,41103.0,2019
60097,41219.0,2019
60098,32856.0,2019
60099,27143.0,2019
60101,30735.0,2019
60102,44038.0,2019
60103,46353.0,2019
60104,27269.0,2019
60106,30698.0,2019
60107,33257.0,2019
60108,41113.0,2019
60109,30000.0,2019
60110,28490.0,2019
60111,98177.0,2019
60112,39964.0,2019
60113,37308.0,2019
60115,21120.0,2019
60118,40801.0,2019
60119,43795.0,2019
60120,27474.0,2019
60123,30410.0,2019
60124,51456.0,2019
60126,51516.0,2019
60129,26118.0,2019
60130,41892.0,2019
60131,30021.0,2019
60133,31562.0,2019
60134,53148.0,2019
60135,35323.0,2019
60136,51541.0,2019
60137,51965.0,2019
60139,32030.0,2019
60140,41605.0,2019
60141,13774.0,2019
60142,41327.0,2019
60143,44030.0,2019
60144,31250.0,2019
60145,39435.0,2019
60146,36399.0,2019
60148,41165.0,2019
60150,36679.0,2019
60151,46339.0,2019
60152,37553.0,2019
60153,25696.0,2019
60154,41907.0,2019
60155,29136.0,2019
60156,41926.0,2019
60157,42477.0,2019
60160,26893.0,2019
60162,28652.0,2019
60163,29083.0,2019
60164,30249.0,2019
60165,26135.0,2019
60169,36992.0,2019
60171,29781.0,2019
60172,39245.0,2019
60173,54197.0,2019
60174,41171.0,2019
60175,53157.0,2019
60176,31072.0,2019
60177,39650.0,2019
60178,37386.0,2019
60180,32194.0,2019
60181,36961.0,2019
60184,59632.0,2019
60185,30595.0,2019
60187,38150.0,2019
60188,37410.0,2019
60189,50520.0,2019
60190,52999.0,2019
60191,32367.0,2019
60192,53730.0,2019
60193,41348.0,2019
60194,42042.0,2019
60195,56685.0,2019
60201,31714.0,2019
60202,42617.0,2019
60203,56969.0,2019
60301,58295.0,2019
60302,53300.0,2019
60304,55447.0,2019
60305,67597.0,2019
60401,31833.0,2019
60402,30910.0,2019
60403,29068.0,2019
60404,42791.0,2019
60406,26244.0,2019
60407,28425.0,2019
60408,31173.0,2019
60409,25747.0,2019
60410,42399.0,2019
60411,25780.0,2019
60415,29264.0,2019
60416,41983.0,2019
60417,33729.0,2019
60419,24491.0,2019
60420,31560.0,2019
60421,38093.0,2019
60422,60368.0,2019
60423,49735.0,2019
60424,30931.0,2019
60425,32151.0,2019
60426,20605.0,2019
60428,25576.0,2019
60429,29758.0,2019
60430,38580.0,2019
60431,39518.0,2019
60432,24930.0,2019
60433,24993.0,2019
60435,30012.0,2019
60436,25082.0,2019
60437,32083.0,2019
60438,31172.0,2019
60439,41696.0,2019
60440,31098.0,2019
60441,37952.0,2019
60442,43254.0,2019
60443,38414.0,2019
60444,38417.0,2019
60445,31715.0,2019
60446,32063.0,2019
60447,40787.0,2019
60448,49529.0,2019
60449,44323.0,2019
60450,39863.0,2019
60451,47721.0,2019
60452,36242.0,2019
60453,34545.0,2019
60455,25294.0,2019
60456,30935.0,2019
60457,31755.0,2019
60458,27315.0,2019
60459,30270.0,2019
60460,30677.0,2019
60461,50408.0,2019
60462,40846.0,2019
60463,40330.0,2019
60464,44011.0,2019
60465,32309.0,2019
60466,31456.0,2019
60467,40538.0,2019
60468,32648.0,2019
60469,28667.0,2019
60470,35313.0,2019
60471,35368.0,2019
60472,17500.0,2019
60473,29779.0,2019
60474,45556.0,2019
60475,28413.0,2019
60476,35279.0,2019
60477,37591.0,2019
60478,31334.0,2019
60479,31581.0,2019
60480,38534.0,2019
60481,29935.0,2019
60482,28388.0,2019
60484,28133.0,2019
60487,48851.0,2019
60490,51010.0,2019
60491,43837.0,2019
60501,25631.0,2019
60502,53906.0,2019
60503,51592.0,2019
60504,40171.0,2019
60505,25141.0,2019
60506,28414.0,2019
60510,43180.0,2019
60511,44750.0,2019
60512,52438.0,2019
60513,43275.0,2019
60514,58306.0,2019
60515,45692.0,2019
60516,45792.0,2019
60517,42652.0,2019
60518,28977.0,2019
60519,,2019
60520,36950.0,2019
60521,72399.0,2019
60523,49053.0,2019
60525,41575.0,2019
60526,52715.0,2019
60527,50050.0,2019
60530,32500.0,2019
60531,32944.0,2019
60532,47421.0,2019
60534,32379.0,2019
60536,34375.0,2019
60537,38188.0,2019
60538,35577.0,2019
60539,23643.0,2019
60540,52453.0,2019
60541,36615.0,2019
60542,42166.0,2019
60543,40696.0,2019
60544,39888.0,2019
60545,32468.0,2019
60546,41535.0,2019
60548,29489.0,2019
60549,47206.0,2019
60550,31882.0,2019
60551,24205.0,2019
60552,39931.0,2019
60553,31167.0,2019
60554,46289.0,2019
60555,42363.0,2019
60556,36016.0,2019
60557,29133.0,2019
60558,64939.0,2019
60559,39058.0,2019
60560,42091.0,2019
60561,46532.0,2019
60563,47403.0,2019
60564,61596.0,2019
60565,54933.0,2019
60585,60437.0,2019
60586,41641.0,2019
60601,71902.0,2019
60602,101190.0,2019
60603,65125.0,2019
60604,72333.0,2019
60605,65876.0,2019
60606,103766.0,2019
60607,60709.0,2019
60608,26557.0,2019
60609,21759.0,2019
60610,66991.0,2019
60611,78263.0,2019
60612,25737.0,2019
60613,56217.0,2019
60614,67213.0,2019
60615,32746.0,2019
60616,29646.0,2019
60617,24162.0,2019
60618,39271.0,2019
60619,23305.0,2019
60620,22018.0,2019
60621,15672.0,2019
60622,54818.0,2019
60623,20614.0,2019
60624,16725.0,2019
60625,33056.0,2019
60626,27826.0,2019
60628,22201.0,2019
60629,23671.0,2019
60630,35562.0,2019
60631,50244.0,2019
60632,24267.0,2019
60633,28324.0,2019
60634,32517.0,2019
60636,18780.0,2019
60637,19996.0,2019
60638,34676.0,2019
60639,23463.0,2019
60640,36242.0,2019
60641,31643.0,2019
60642,63141.0,2019
60643,33387.0,2019
60644,17635.0,2019
60645,30141.0,2019
60646,45842.0,2019
60647,41029.0,2019
60649,23829.0,2019
60651,22250.0,2019
60652,30582.0,2019
60653,22439.0,2019
60654,85968.0,2019
60655,53636.0,2019
60656,37824.0,2019
60657,61577.0,2019
60659,25939.0,2019
60660,31167.0,2019
60661,89233.0,2019
60706,32929.0,2019
60707,29958.0,2019
60712,39568.0,2019
60714,29769.0,2019
60803,35508.0,2019
60804,25915.0,2019
60805,37577.0,2019
60827,23303.0,2019
60901,24263.0,2019
60910,22574.0,2019
60911,34274.0,2019
60912,25000.0,2019
60913,28856.0,2019
60914,31077.0,2019
60915,28133.0,2019
60917,34737.0,2019
60918,29609.0,2019
60919,32188.0,2019
60920,20972.0,2019
60921,21908.0,2019
60922,35321.0,2019
60924,31573.0,2019
60926,34167.0,2019
60927,32303.0,2019
60928,31027.0,2019
60929,29635.0,2019
60930,25945.0,2019
60931,23500.0,2019
60932,,2019
60933,30250.0,2019
60934,30789.0,2019
60935,31393.0,2019
60936,29561.0,2019
60938,25250.0,2019
60940,32229.0,2019
60941,40044.0,2019
60942,27469.0,2019
60945,35250.0,2019
60946,37813.0,2019
60948,32281.0,2019
60949,35221.0,2019
60950,30068.0,2019
60951,32500.0,2019
60952,30938.0,2019
60953,26484.0,2019
60954,23953.0,2019
60955,27143.0,2019
60957,31321.0,2019
60958,18897.0,2019
60959,25804.0,2019
60960,30839.0,2019
60961,41601.0,2019
60962,22407.0,2019
60963,26029.0,2019
60964,27273.0,2019
60966,24583.0,2019
60968,25000.0,2019
60969,33500.0,2019
60970,22627.0,2019
60973,25278.0,2019
60974,28036.0,2019
61001,33857.0,2019
61006,28398.0,2019
61007,29219.0,2019
61008,26897.0,2019
61010,36559.0,2019
61011,55799.0,2019
61012,30781.0,2019
61013,30076.0,2019
61014,28796.0,2019
61015,37933.0,2019
61016,37716.0,2019
61018,28487.0,2019
61019,34167.0,2019
61020,31528.0,2019
61021,30651.0,2019
61024,31023.0,2019
61025,30552.0,2019
61027,,2019
61028,31833.0,2019
61030,31280.0,2019
61031,30494.0,2019
61032,25616.0,2019
61036,32150.0,2019
61037,35500.0,2019
61038,28750.0,2019
61039,32115.0,2019
61041,28148.0,2019
61042,31087.0,2019
61043,,2019
61044,30417.0,2019
61046,30141.0,2019
61047,31709.0,2019
61048,30199.0,2019
61049,30167.0,2019
61050,25329.0,2019
61051,33620.0,2019
61052,28232.0,2019
61053,31011.0,2019
61054,28118.0,2019
61057,63580.0,2019
61059,35357.0,2019
61060,32955.0,2019
61061,34142.0,2019
61062,36023.0,2019
61063,35330.0,2019
61064,31863.0,2019
61065,35825.0,2019
61067,33491.0,2019
61068,29697.0,2019
61070,24545.0,2019
61071,26336.0,2019
61072,36570.0,2019
61073,42358.0,2019
61074,25195.0,2019
61075,31864.0,2019
61077,,2019
61078,28300.0,2019
61079,28750.0,2019
61080,31288.0,2019
61081,26930.0,2019
61084,32370.0,2019
61085,25871.0,2019
61087,30625.0,2019
61088,40653.0,2019
61089,37500.0,2019
61091,19777.0,2019
61101,20316.0,2019
61102,21773.0,2019
61103,23825.0,2019
61104,17503.0,2019
61107,33309.0,2019
61108,26751.0,2019
61109,27468.0,2019
61111,30665.0,2019
61112,21855.0,2019
61114,34081.0,2019
61115,30799.0,2019
61201,26324.0,2019
61230,33221.0,2019
61231,29215.0,2019
61232,37542.0,2019
61234,35509.0,2019
61235,30027.0,2019
61236,30804.0,2019
61238,27352.0,2019
61239,26023.0,2019
61240,35877.0,2019
61241,36215.0,2019
61242,35208.0,2019
61243,39279.0,2019
61244,29242.0,2019
61250,32414.0,2019
61251,30795.0,2019
61252,33131.0,2019
61254,35517.0,2019
61256,40321.0,2019
61257,27656.0,2019
61258,18750.0,2019
61259,43576.0,2019
61260,24409.0,2019
61261,22477.0,2019
61262,34318.0,2019
61263,31282.0,2019
61264,32466.0,2019
61265,32010.0,2019
61270,30756.0,2019
61272,27440.0,2019
61273,39728.0,2019
61274,36985.0,2019
61275,36735.0,2019
61276,39107.0,2019
61277,28818.0,2019
61278,35104.0,2019
61279,39107.0,2019
61281,39470.0,2019
61282,31771.0,2019
61283,26524.0,2019
61284,41993.0,2019
61285,31449.0,2019
61301,27396.0,2019
61310,29783.0,2019
61311,,2019
61312,32266.0,2019
61313,19500.0,2019
61314,27417.0,2019
61315,26875.0,2019
61316,30417.0,2019
61317,26188.0,2019
61318,30074.0,2019
61319,30660.0,2019
61320,29844.0,2019
61321,33500.0,2019
61322,27654.0,2019
61323,38750.0,2019
61324,36136.0,2019
61325,34934.0,2019
61326,33343.0,2019
61327,36122.0,2019
61328,,2019
61329,29514.0,2019
61330,38981.0,2019
61331,,2019
61332,28750.0,2019
61333,38125.0,2019
61334,32308.0,2019
61335,38365.0,2019
61336,33224.0,2019
61337,24750.0,2019
61338,30208.0,2019
61340,32443.0,2019
61341,30867.0,2019
61342,30192.0,2019
61344,25385.0,2019
61345,39583.0,2019
61346,21250.0,2019
61348,30151.0,2019
61349,36042.0,2019
61350,29529.0,2019
61353,31827.0,2019
61354,27069.0,2019
61356,29915.0,2019
61358,29375.0,2019
61359,30707.0,2019
61360,30598.0,2019
61361,30694.0,2019
61362,26477.0,2019
61363,29821.0,2019
61364,25968.0,2019
61367,38322.0,2019
61368,29537.0,2019
61369,29048.0,2019
61370,35147.0,2019
61372,48958.0,2019
61373,38563.0,2019
61374,,2019
61375,31694.0,2019
61376,29476.0,2019
61377,30652.0,2019
61378,31324.0,2019
61379,27991.0,2019
61401,22470.0,2019
61410,25524.0,2019
61411,43043.0,2019
61412,31681.0,2019
61413,35536.0,2019
61414,32379.0,2019
61415,30000.0,2019
61416,17109.0,2019
61417,24231.0,2019
61418,31538.0,2019
61419,27143.0,2019
61420,28380.0,2019
61421,30943.0,2019
61422,25978.0,2019
61423,27778.0,2019
61424,22500.0,2019
61425,25952.0,2019
61426,28077.0,2019
61427,31759.0,2019
61428,35586.0,2019
61430,33947.0,2019
61431,26573.0,2019
61432,36944.0,2019
61433,37768.0,2019
61434,27813.0,2019
61435,35750.0,2019
61436,40966.0,2019
61437,33182.0,2019
61438,32390.0,2019
61439,30188.0,2019
61440,32162.0,2019
61441,30194.0,2019
61442,27604.0,2019
61443,24817.0,2019
61447,39387.0,2019
61448,30925.0,2019
61449,31382.0,2019
61450,28699.0,2019
61451,38182.0,2019
61452,26625.0,2019
61453,30641.0,2019
61454,19509.0,2019
61455,16748.0,2019
61458,29597.0,2019
61459,37100.0,2019
61460,30526.0,2019
61462,25391.0,2019
61465,35278.0,2019
61466,34375.0,2019
61467,41121.0,2019
61468,,2019
61469,23266.0,2019
61470,17778.0,2019
61471,24766.0,2019
61472,41513.0,2019
61473,25828.0,2019
61474,26319.0,2019
61475,36250.0,2019
61476,27125.0,2019
61477,23681.0,2019
61478,40625.0,2019
61479,,2019
61480,25402.0,2019
61482,29875.0,2019
61483,24583.0,2019
61484,25667.0,2019
61485,28424.0,2019
61486,38125.0,2019
61488,28359.0,2019
61489,29500.0,2019
61490,31978.0,2019
61491,33664.0,2019
61501,22079.0,2019
61516,35729.0,2019
61517,37909.0,2019
61519,26597.0,2019
61520,24411.0,2019
61523,30508.0,2019
61524,35714.0,2019
61525,62444.0,2019
61526,23800.0,2019
61528,58750.0,2019
61529,32286.0,2019
61530,25627.0,2019
61531,31400.0,2019
61532,28438.0,2019
61533,31734.0,2019
61534,38209.0,2019
61535,36176.0,2019
61536,34210.0,2019
61537,28469.0,2019
61539,29167.0,2019
61540,29534.0,2019
61541,19583.0,2019
61542,31147.0,2019
61543,20000.0,2019
61544,31726.0,2019
61545,34313.0,2019
61546,38072.0,2019
61547,49033.0,2019
61548,41907.0,2019
61550,40945.0,2019
61552,21103.0,2019
61553,22813.0,2019
61554,29207.0,2019
61559,30183.0,2019
61560,19639.0,2019
61561,35354.0,2019
61562,39545.0,2019
61563,21587.0,2019
61564,25912.0,2019
61565,37652.0,2019
61567,25556.0,2019
61568,37838.0,2019
61569,38900.0,2019
61570,30174.0,2019
61571,38585.0,2019
61572,30120.0,2019
61602,13654.0,2019
61603,20879.0,2019
61604,27075.0,2019
61605,16192.0,2019
61606,15048.0,2019
61607,35638.0,2019
61610,26209.0,2019
61611,33190.0,2019
61614,37580.0,2019
61615,42913.0,2019
61616,28080.0,2019
61625,4717.0,2019
61701,28485.0,2019
61704,47947.0,2019
61705,53171.0,2019
61720,43281.0,2019
61721,36429.0,2019
61722,32500.0,2019
61723,33865.0,2019
61724,36288.0,2019
61725,35990.0,2019
61726,32361.0,2019
61727,27818.0,2019
61728,32663.0,2019
61729,35402.0,2019
61730,31667.0,2019
61731,29453.0,2019
61732,41635.0,2019
61733,41379.0,2019
61734,31725.0,2019
61735,33611.0,2019
61736,39468.0,2019
61737,35913.0,2019
61738,36334.0,2019
61739,30987.0,2019
61740,28963.0,2019
61741,32404.0,2019
61742,41905.0,2019
61743,29063.0,2019
61744,35375.0,2019
61745,43696.0,2019
61747,39574.0,2019
61748,44533.0,2019
61749,29423.0,2019
61750,44097.0,2019
61751,29107.0,2019
61752,39153.0,2019
61753,38107.0,2019
61754,37383.0,2019
61755,43683.0,2019
61756,37000.0,2019
61759,32481.0,2019
61760,35229.0,2019
61761,24470.0,2019
61764,28220.0,2019
61769,30556.0,2019
61770,35820.0,2019
61771,49647.0,2019
61772,27986.0,2019
61773,29896.0,2019
61774,36136.0,2019
61775,27969.0,2019
61776,45763.0,2019
61777,36583.0,2019
61778,31588.0,2019
61801,18414.0,2019
61802,30772.0,2019
61810,30288.0,2019
61811,21641.0,2019
61812,35500.0,2019
61813,29188.0,2019
61814,34722.0,2019
61815,37917.0,2019
61816,36417.0,2019
61817,29863.0,2019
61818,32095.0,2019
61820,14135.0,2019
61821,32053.0,2019
61822,45986.0,2019
61830,33750.0,2019
61831,31964.0,2019
61832,25070.0,2019
61833,27302.0,2019
61834,28016.0,2019
61839,31532.0,2019
61840,30338.0,2019
61841,35865.0,2019
61842,30000.0,2019
61843,33194.0,2019
61844,29911.0,2019
61845,58095.0,2019
61846,30616.0,2019
61847,37303.0,2019
61848,33409.0,2019
61849,40469.0,2019
61850,25592.0,2019
61851,38750.0,2019
61852,26917.0,2019
61853,43177.0,2019
61854,36326.0,2019
61855,27500.0,2019
61856,40909.0,2019
61857,22500.0,2019
61858,32119.0,2019
61859,35265.0,2019
61862,44479.0,2019
61863,36377.0,2019
61864,35785.0,2019
61865,36303.0,2019
61866,27253.0,2019
61870,35253.0,2019
61871,45357.0,2019
61872,31655.0,2019
61873,45569.0,2019
61874,38634.0,2019
61875,47857.0,2019
61876,31897.0,2019
61877,42786.0,2019
61878,35060.0,2019
61880,38344.0,2019
61882,33681.0,2019
61883,27869.0,2019
61884,40982.0,2019
61910,29401.0,2019
61911,29961.0,2019
61912,31250.0,2019
61913,27004.0,2019
61914,32128.0,2019
61917,26607.0,2019
61919,31397.0,2019
61920,20803.0,2019
61924,30387.0,2019
61925,34519.0,2019
61928,36106.0,2019
61929,27455.0,2019
61930,34286.0,2019
61931,30163.0,2019
61932,27708.0,2019
61933,25524.0,2019
61936,41759.0,2019
61937,31566.0,2019
61938,27193.0,2019
61940,22375.0,2019
61941,13929.0,2019
61942,26361.0,2019
61943,27337.0,2019
61944,27521.0,2019
61949,31563.0,2019
61951,32451.0,2019
61953,32484.0,2019
61955,30750.0,2019
61956,30492.0,2019
61957,26947.0,2019
62001,36913.0,2019
62002,26759.0,2019
62006,38750.0,2019
62009,21345.0,2019
62010,33562.0,2019
62011,15833.0,2019
62012,35035.0,2019
62013,31618.0,2019
62014,32969.0,2019
62015,20774.0,2019
62016,23557.0,2019
62017,25479.0,2019
62018,20244.0,2019
62019,36375.0,2019
62021,45625.0,2019
62022,32426.0,2019
62023,35417.0,2019
62024,29901.0,2019
62025,34770.0,2019
62027,27026.0,2019
62028,8228.0,2019
62030,16033.0,2019
62031,28382.0,2019
62032,30000.0,2019
62033,26613.0,2019
62034,44575.0,2019
62035,35468.0,2019
62036,31438.0,2019
62037,29915.0,2019
62040,27289.0,2019
62044,32458.0,2019
62045,27010.0,2019
62046,39671.0,2019
62047,25436.0,2019
62048,32831.0,2019
62049,25983.0,2019
62050,24511.0,2019
62051,29219.0,2019
62052,30877.0,2019
62053,25900.0,2019
62054,24866.0,2019
62056,28147.0,2019
62058,30532.0,2019
62059,16170.0,2019
62060,18621.0,2019
62061,40568.0,2019
62062,41310.0,2019
62063,29375.0,2019
62065,,2019
62067,39242.0,2019
62069,28009.0,2019
62070,,2019
62074,36351.0,2019
62075,30596.0,2019
62076,35750.0,2019
62077,25000.0,2019
62078,26250.0,2019
62079,16484.0,2019
62080,20901.0,2019
62081,30714.0,2019
62082,26380.0,2019
62083,27656.0,2019
62084,25980.0,2019
62085,19934.0,2019
62086,30500.0,2019
62087,24309.0,2019
62088,30239.0,2019
62089,25161.0,2019
62090,20041.0,2019
62091,42250.0,2019
62092,25490.0,2019
62093,23235.0,2019
62094,24630.0,2019
62095,26724.0,2019
62097,40375.0,2019
62098,20833.0,2019
62201,16042.0,2019
62203,19631.0,2019
62204,18456.0,2019
62205,18864.0,2019
62206,22063.0,2019
62207,15446.0,2019
62208,36409.0,2019
62214,36918.0,2019
62215,38108.0,2019
62216,39597.0,2019
62217,26367.0,2019
62218,44968.0,2019
62219,22621.0,2019
62220,32522.0,2019
62221,34517.0,2019
62223,31513.0,2019
62225,31656.0,2019
62226,31724.0,2019
62230,33523.0,2019
62231,29124.0,2019
62232,28549.0,2019
62233,27421.0,2019
62234,31721.0,2019
62236,46947.0,2019
62237,29565.0,2019
62238,25833.0,2019
62239,24663.0,2019
62240,24030.0,2019
62241,38480.0,2019
62242,28056.0,2019
62243,37451.0,2019
62244,37750.0,2019
62245,35085.0,2019
62246,24740.0,2019
62248,32014.0,2019
62249,36278.0,2019
62250,27644.0,2019
62253,25563.0,2019
62254,28396.0,2019
62255,31089.0,2019
62257,33517.0,2019
62258,38471.0,2019
62260,41699.0,2019
62261,30227.0,2019
62262,26765.0,2019
62263,37210.0,2019
62264,34778.0,2019
62265,43205.0,2019
62266,32353.0,2019
62268,31583.0,2019
62269,40688.0,2019
62271,39815.0,2019
62272,25268.0,2019
62273,38438.0,2019
62274,26772.0,2019
62275,35242.0,2019
62277,31979.0,2019
62278,31886.0,2019
62279,,2019
62280,41094.0,2019
62281,50288.0,2019
62282,32344.0,2019
62284,27500.0,2019
62285,39114.0,2019
62286,29205.0,2019
62288,29409.0,2019
62289,23036.0,2019
62292,20357.0,2019
62293,39368.0,2019
62294,40254.0,2019
62295,37364.0,2019
62297,26350.0,2019
62298,38778.0,2019
62301,27386.0,2019
62305,36514.0,2019
62311,27083.0,2019
62312,31083.0,2019
62313,27333.0,2019
62314,25152.0,2019
62316,27857.0,2019
62319,26683.0,2019
62320,26831.0,2019
62321,31806.0,2019
62323,29167.0,2019
62324,24201.0,2019
62325,28967.0,2019
62326,27147.0,2019
62330,29537.0,2019
62334,20875.0,2019
62336,,2019
62338,37606.0,2019
62339,35268.0,2019
62340,28826.0,2019
62341,29624.0,2019
62343,21120.0,2019
62344,,2019
62345,25972.0,2019
62346,32212.0,2019
62347,35000.0,2019
62348,30556.0,2019
62349,32326.0,2019
62351,32074.0,2019
62352,20714.0,2019
62353,29990.0,2019
62354,25162.0,2019
62355,21831.0,2019
62356,19853.0,2019
62357,16776.0,2019
62358,27434.0,2019
62359,36389.0,2019
62360,32228.0,2019
62361,23409.0,2019
62362,25625.0,2019
62363,29643.0,2019
62365,25733.0,2019
62366,26654.0,2019
62367,19648.0,2019
62370,30000.0,2019
62373,32067.0,2019
62374,22297.0,2019
62375,40179.0,2019
62376,30000.0,2019
62378,32785.0,2019
62379,30946.0,2019
62380,,2019
62401,29386.0,2019
62410,29750.0,2019
62411,30858.0,2019
62413,26691.0,2019
62414,24455.0,2019
62417,26787.0,2019
62418,29413.0,2019
62419,29333.0,2019
62420,29497.0,2019
62421,30365.0,2019
62422,29241.0,2019
62423,53611.0,2019
62424,36224.0,2019
62425,35089.0,2019
62426,20617.0,2019
62427,31081.0,2019
62428,28130.0,2019
62431,29028.0,2019
62432,24643.0,2019
62433,32368.0,2019
62434,34000.0,2019
62436,15732.0,2019
62438,29236.0,2019
62439,27528.0,2019
62440,25729.0,2019
62441,34011.0,2019
62442,30250.0,2019
62443,26789.0,2019
62444,29750.0,2019
62445,29330.0,2019
62446,28542.0,2019
62447,27972.0,2019
62448,27842.0,2019
62449,26266.0,2019
62450,26090.0,2019
62451,24190.0,2019
62452,28750.0,2019
62454,25654.0,2019
62458,24569.0,2019
62459,27917.0,2019
62460,27821.0,2019
62461,30688.0,2019
62462,26316.0,2019
62463,31203.0,2019
62465,38295.0,2019
62466,17159.0,2019
62467,38715.0,2019
62468,35954.0,2019
62469,26827.0,2019
62471,24183.0,2019
62473,23043.0,2019
62474,26528.0,2019
62475,16500.0,2019
62476,27161.0,2019
62477,21528.0,2019
62478,35850.0,2019
62479,30600.0,2019
62480,18594.0,2019
62481,23766.0,2019
62501,37396.0,2019
62510,31134.0,2019
62512,31357.0,2019
62513,29552.0,2019
62514,44375.0,2019
62515,34375.0,2019
62517,25750.0,2019
62518,42917.0,2019
62519,43194.0,2019
62520,37857.0,2019
62521,30203.0,2019
62522,25369.0,2019
62523,9532.0,2019
62526,24214.0,2019
62530,34286.0,2019
62531,39250.0,2019
62532,,2019
62533,36150.0,2019
62534,31688.0,2019
62535,46960.0,2019
62536,46019.0,2019
62537,,2019
62538,18971.0,2019
62539,37525.0,2019
62540,28177.0,2019
62541,11875.0,2019
62543,32500.0,2019
62544,35098.0,2019
62545,38679.0,2019
62546,35712.0,2019
62547,31547.0,2019
62548,36944.0,2019
62549,38438.0,2019
62550,30662.0,2019
62551,39615.0,2019
62553,38304.0,2019
62554,40714.0,2019
62555,30000.0,2019
62556,30735.0,2019
62557,27049.0,2019
62558,41522.0,2019
62560,31842.0,2019
62561,34263.0,2019
62563,51163.0,2019
62565,27488.0,2019
62567,33458.0,2019
62568,28656.0,2019
62570,29028.0,2019
62571,25931.0,2019
62572,31855.0,2019
62573,34864.0,2019
62601,43750.0,2019
62610,29583.0,2019
62611,35712.0,2019
62612,34773.0,2019
62613,47397.0,2019
62615,33079.0,2019
62617,25476.0,2019
62618,25814.0,2019
62621,30781.0,2019
62622,41023.0,2019
62624,26607.0,2019
62625,40760.0,2019
62626,26617.0,2019
62627,36618.0,2019
62628,30550.0,2019
